ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija,USP,ko_fix,Sumariafix
"322237",Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,Dolenja Vas,Pazin
"322199",Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,Brkač,Pazin
"322172",Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,Brest pod Učkom,Pazin
"320196",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Žejane,Opatija-Matulji
"320188",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Zvoneća,Opatija-Matulji
"320170",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Volosko,Opatija-Matulji
"320153",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Vasanska,Opatija-Matulji
"320137",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Šapjane,Opatija-Matulji
"320129",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Rupa,Opatija-Matulji
"320102",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Rukavac Gornji,Opatija-Matulji
"320099",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Rukavac Donji,Opatija-Matulji
"320072",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Puži,Opatija-Matulji
"320064",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Puharska,Opatija-Matulji
"320048",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Pobri,Opatija-Matulji
"320021",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Pasjak,Opatija-Matulji
"319996",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Mune,Opatija-Matulji
"319937",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Lipa,Opatija-Matulji
"319929",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Kućeli,Opatija-Matulji
"319864",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Jurdani,Opatija-Matulji
"319848",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Brgud,Opatija-Matulji
"319830",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Bregi,Opatija-Matulji
"319821",Opatija,Primorsko-goranska županija,Rijeka,Šumarija Opatija-Matulji,Buzet,Brce,Opatija-Matulji
"302295",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Vrh,Buzet
"302287",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Vodice,Buzet
"302279",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Trstenik,Buzet
"302252",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Salež,Buzet
"302244",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Svi Sveti,Buzet
"302236",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Sovišćina,Buzet
"302228",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Sovinjak,Buzet
"302210",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Slum,Buzet
"302201",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Senj,Buzet
"302198",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Roč,Buzet
"302180",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Račice,Buzet
"302171",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Marčenigla,Buzet
"302155",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Lanišće,Buzet
"302147",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Jelovica,Buzet
"302139",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Hum,Buzet
"302104",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Dane,Buzet
"302082",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Črnica,Buzet
"302074",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Buzet-Stari grad,Buzet
"302066",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Buzet,Buzet
"302058",Buzet,Istarska županija,Pazin,Šumarija Buzet,Buzet,Brgudac,Buzet
"302040",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Zrenj,Buje
"302031",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Završje,Buje
"302023",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Umag,Buje
"302015",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Triban,Buje
"302007",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Kučibreg,Buje
"301990",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Šterna,Buje
"301981",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Savudrija,Buje
"301965",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Petrovija,Buje
"301957",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Oprtalj,Buje
"301949",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Novigrad,Buje
"301922",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Nova Vas,Buje
"301914",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Momjan,Buje
"301906",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Merišće,Buje
"301892",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Materada,Buje
"301884",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Lovrečica,Buje
"301876",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Kuberton,Buje
"301868",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Kršete,Buje
"301850",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Krasica,Buje
"301841",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Kostanjevica,Buje
"301833",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Kaštel,Buje
"301825",Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,Grožnjan,Buje
