ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija,USP,ko_fix,Sumariafix
"333492",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Batinova Kosa,Gvozd
"310557",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Viduševac,Glina
"310522",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Velika Solina,Glina
"310514",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Turčenica,Gvozd
"310476",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Šatornja,Gvozd
"310310",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Mala Solina,Glina
"310166",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Gornji Selkovac,Glina
"310140",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Glina,Glina
"310131",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Dvorišće,Glina
"310107",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Donji Selkovac,Glina
"310093",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Donje Selište,Glina
"309966",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Boturi,Gvozd
"309931",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Bišćanovo,Glina
"323080",Petrinja,Sisačko-moslavačka županija,Sisak,Šumarija Petrinja,Sisak,Vratečko,Petrinja
"323012",Petrinja,Sisačko-moslavačka županija,Sisak,Šumarija Petrinja,Sisak,Slana,Petrinja
"310395",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Prekopa,Glina
"310336",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Marinbrod,Glina
"310298",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Majske Poljane,Glina
"310182",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Hađer,Glina
"333611",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Golinja,Gvozd
"331953",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Zgurić Brdo,Pokupsko
"331805",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Roženica,Pokupsko
"331775",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Pokupsko,Pokupsko
"331589",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Hotnja,Pokupsko
"326836",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Šišinec,Pokupsko
"326259",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Farkašić,Sisak
"326127",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Cerje Letovaničko,Lekenik
"326097",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Brkiševina,Pokupsko
"310573",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Zaloj,Pokupsko
"310492",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Taborište,Pokupsko
"310441",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Stankovac,Glina
"310387",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Pokupska Slatina,Pokupsko
"310239",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Jame,Glina
"310174",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Gračenica Šišenečka,Glina
"310085",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Glina,Sisak,Donja Trstenica,Glina
"310026",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Bučica,Pokupsko
"331945",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Vukovina,Velika Gorica
"331899",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Velika Buna,Velika Gorica
"331856",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Šiljakovina,Velika Gorica
"331767",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Podvornica,Velika Gorica
"331716",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Novo Brdo,Velika Gorica
"331708",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Mraclin,Velika Gorica
"331678",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Lukavec,Velika Gorica
"331643",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Kurilovec,Velika Gorica
"331635",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Kuče,Velika Gorica
"331627",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Sisak,Kravarsko,Velika Gorica
"331619",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Kozjača,Velika Gorica
"331562",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Gustelnica,Velika Gorica
"331546",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Gornji Hruševec,Pokupsko
"335398",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Čehi,Remetinec
"310069",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Desni Degoj,Pokupsko
"331520",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Dubranec,Velika Gorica
"331503",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Donje Podotočje,Velika Gorica
"331490",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Donja Lomnica,Velika Gorica
"331465",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Cvetković Brdo,Velika Gorica
"331449",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Buševec,Velika Gorica
"326909",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Vukojevac,Lekenik
"326607",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Pešćenica,Lekenik
"309885",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Trnovitički Popovac,Garešnica
"309842",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Šimljanik,Garešnica
"309818",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Prokop,Garešnica
"309737",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Kapelica,Garešnica
"309907",Garešnica,Sisačko-moslavačka županija,Sisak,Šumarija Garešnica,Bjelovar,Vukovje,Garešnica
"309648",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Dišnik,Garešnica
"316377",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Voloder,Popovača
"316369",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Vidrenjak,Popovača
"316318",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Kutina,Zagreb,Selište,Kutina
"316300",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Ruškovica,Popovača
"316288",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Potok,Popovača
"316270",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Popovača,Popovača
"316261",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Osekovo,Popovača
"316245",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Kutina,Zagreb,Mikleuška,Kutina
"316229",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Ludina,Popovača
"316172",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Katoličko Selišće,Popovača
"316121",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Kutina,Zagreb,Gračenica,Kutina
"316113",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Grabrov Potok,Popovača
"316105",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Gornja Jelenska,Popovača
"312401",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Novoselec,Novoselec
"303941",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Samarica,Ivanska
"303909",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Miklouš,Čazma
"316342",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Kutina,Zagreb,Šartovac,Kutina
"316334",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Garešnica,Bjelovar,Stupovača,Garešnica
"316202",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Kutina,Zagreb,Kutinica,Kutina
"316091",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Kutina,Zagreb,Čaire,Kutina
"309621",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Bršljanica,Garešnica
"336521",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Poljanski Lug,Vrbovec
"336513",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Brčevec,Vrbovec
"336505",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Luka,Vrbovec
"333280",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Vrbovec,Vrbovec
"333271",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Lovrečka Varoš,Vrbovec
"332968",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Dijaneš,Vrbovec
"312371",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Lepšić,Dugo Selo
"312355",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Kloštar Ivanić,Novoselec
"312282",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Bešlinec,Novoselec
"308161",Dugo Selo,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Prečec,Dugo Selo
"312304",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Breška Greda,Dugo Selo
"333336",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Zvonik,Vrbovec
"333328",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Čazma,Bjelovar,Zetkan,Čazma
"333034",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Habjanovac,Vrbovec
"332976",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Dubrava,Vrbovec
"332950",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Cugovec,Vrbovec
"332925",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Bolč,Vrbovec
"332917",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Čazma,Bjelovar,Bađinec,Čazma
"303895",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Martinac,Ivanska
"303887",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Lipovčani,Čazma
"303879",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Laminac,Ivanska
"303828",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Draganec,Čazma
"303801",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Daskatica,Ivanska
"303798",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Dapci,Čazma
"303763",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Bosiljevo,Čazma
"303747",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Blatnica,Čazma
"301361",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Rajić Gudovački,Bjelovar
"301345",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Prgomelje,Bjelovar
"301086",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Gudovac,Bjelovar
"333310",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Zabrđe,Vrbovec
"312495",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Šumećani,Novoselec
"312347",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Ivanić Grad,Novoselec
"312312",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Caginec,Novoselec
"303933",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Čazma,Bjelovar,Pobjenik,Čazma
"333298",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Pirakovec,Vrbovec
"303976",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Stara Plošćica,Ivanska
"303852",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Križic,Ivanska
"303844",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Ivanska,Ivanska
"301531",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Ždralovi,Bjelovar
"301434",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Stare Plavnice,Bjelovar
"301213",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Međurača,Velika Pisanica
"301159",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Korenovo,Bjelovar
"301124",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Klokočevac,Bjelovar
"301043",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Galovac,Bjelovar
"300942",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Bjelovar-Sredice,Bjelovar
"309834",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Šimljana,Ivanska
"309753",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Kostanjevac,Garešnica
"309664",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Gornja Garešnica,Garešnica
"336530",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Poljana,Vrbovec
"333131",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Paruževac,Vrbovec
"333107",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Marinkovac,Vrbovec
"332941",Vrbovec,Zagrebačka županija,Zagreb,Šumarija Vrbovec,Bjelovar,Brezje,Vrbovec
"312410",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Obreška,Novoselec
"326933",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Žirčica,Sisak
"326852",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Tišina Erdetska,Sisak
"326798",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Stupno,Sisak
"326755",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Sisak Stari,Sisak
"326674",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Sela,Sisak
"326577",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Odra Sisačka,Sisak
"326348",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Jazvenik,Sisak
"326313",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Hrastelnica,Sisak
"326283",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Greda,Sisak
"326925",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Žažina,Sisak
"326224",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Dužica,Lekenik
"326356",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Jezero Posavsko,Sisak
"326186",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Desno Željezno,Sisak
"326178",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Desno Trebarjevo,Sisak
"312517",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Topolje,Novoselec
"312444",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Posavski Bregi,Dugo Selo
"312380",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Sisak,Sisak,Lijevi Dubravčak,Sisak
"331872",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Veleševec,Velika Gorica
"331864",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Turopoljski Lug,Velika Gorica
"331813",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Ruča,Velika Gorica
"331511",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Drnek,Velika Gorica
"326879",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Turopoljski Lekenik,Lekenik
"326631",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Poljana Lekenička,Lekenik
"326429",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Lekenik,Sisak,Lekenik,Lekenik
"312452",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Prečno,Dugo Selo
"308137",Dugo Selo,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Oborovo,Dugo Selo
"326704",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Setuš,Sisak
"326518",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Martinska Ves Lijeva,Sisak
"326500",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Martinska Ves,Sisak
"326470",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Mahovo,Sisak
"326453",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Lijeva Luka,Sisak
"326062",Sisak,Sisačko-moslavačka županija,Sisak,Šumarija Sisak,Sisak,Bok Palanječki,Sisak
"316326",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Stružec,Popovača
"316253",Kutina,Sisačko-moslavačka županija,Sisak,Šumarija Popovača,Zagreb,Okoli,Popovača
"312509",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Šušnjari,Novoselec
"312487",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Širinec,Novoselec
"312479",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Šarampov,Novoselec
"312436",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Dugo Selo,Zagreb,Opatinec,Dugo Selo
"312428",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Okešinec,Novoselec
"312363",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Križ,Novoselec
"312339",Ivanić-Grad,Zagrebačka županija,Zagreb,Šumarija Novoselec,Zagreb,Hrastilnica,Novoselec
"304255",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Končanica,Daruvar
"304026",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Vukovje,Daruvar
"321940",Pakrac,Požeško-slavonska županija,Požega,Šumarija Lipik,Bjelovar,Marino Selo,Lipik
"321826",Pakrac,Požeško-slavonska županija,Požega,Šumarija Lipik,Bjelovar,Kapetanovo Polje,Lipik
"321745",Pakrac,Požeško-slavonska županija,Požega,Šumarija Lipik,Bjelovar,Donja Obrijež,Lipik
"321630",Pakrac,Požeško-slavonska županija,Požega,Šumarija Lipik,Bjelovar,Brekinska,Lipik
"321567",Pakrac,Požeško-slavonska županija,Požega,Šumarija Lipik,Bjelovar,Antunovac,Lipik
"309869",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Tomašica,Garešnica
"309800",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Pašijan,Garešnica
"309796",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Palešnik,Garešnica
"309745",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Ilovski Klokočevac,Veliki Grđevac
"309729",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Kaniška Iva,Garešnica
"309702",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Kajgana,Garešnica
"309699",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Lipik,Bjelovar,Hrastovac,Lipik
"309656",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Garešnica,Garešnica
"309630",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Ciglenica,Garešnica
"304425",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Lipik,Bjelovar,Uljanik,Lipik
"304417",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Trojeglava,Daruvar
"304409",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Šibovac,Daruvar
"304395",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Sokolovac,Daruvar
"304271",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Kreštelovac,Daruvar
"304239",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Kip,Daruvar
"304212",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Imsovac,Daruvar
"304204",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Goveđe Polje,Daruvar
"304182",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Gornji Sređani,Daruvar
"304174",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Gornji Daruvar,Daruvar
"304166",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Golubinjak,Daruvar
"304158",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Donji Sređani,Daruvar
"304140",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Donji Daruvar,Daruvar
"304131",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Doljani,Daruvar
"304115",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Dežanovac,Daruvar
"304107",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Daruvar,Daruvar
"304085",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Brestovac,Daruvar
"304042",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Blagorodovac,Daruvar
"321788",Pakrac,Požeško-slavonska županija,Požega,Šumarija Lipik,Bjelovar,Gornja Obrijež,Lipik
"321729",Pakrac,Požeško-slavonska županija,Požega,Šumarija Pakrac,Bjelovar,Dereza,Pakrac
"321575",Pakrac,Požeško-slavonska županija,Požega,Šumarija Daruvar,Bjelovar,Badljevina,Daruvar
"304310",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Miljanovac,Daruvar
"337897",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Duga Međa,Orahovica
"337013",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Paušinci,Orahovica
"336572",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Ðurđenovac,Đurđenovac
"323586",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Vraneševci,Slatina
"323551",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Starin,Slatina
"323543",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Sopje,Slatina
"323527",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Slatinski Lipovac,Slatina
"323489",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Rijenci,Ćeralije
"323446",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Podravska Slatina,Slatina
"323438",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Noskovci,Slatina
"323411",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Nova Bukovica,Slatina
"323403",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Miljevci,Slatina
"323390",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Mikleuš,Slatina
"323381",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Medinci,Slatina
"323322",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Kozice,Slatina
"323306",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Kapinci,Slatina
"323241",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Gornje Viljevo,Slatina
